, Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Bwd URG Flags,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Init_Win_bytes_backward,Active Mean, Active Std, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min
97793,3390,43,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,279069.7674,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,23255.81395,23255.81395,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
97824,8080,71056,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4799.03175,98.51384823,11842.66667,27918.52839,68827,49,71056,23685.33333,40241.36649,70150,74,69436,34718.0,48237.4104,68827,609,0,0,0,56.29362756,42.22022067,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,237,0.0,0.0,0,0.0,0.0,0,0
97828,51636,18,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,666666.6667,111111.1111,18.0,0.0,18,18,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,55555.55556,55555.55556,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
97854,8080,79593,4,3,206,134,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,4271.732439,87.94743256,13265.5,31398.96289,77354,48,79593,26531.0,45363.3569,78911,48,78003,39001.5,54238.62565,77354,649,0,0,0,50.25567575,37.69175681,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,48.57142857,51.5,44.66666667,92,0,0,0,0,0,0,4,206,3,237,0.0,0.0,0,0.0,0.0,0,0
97860,3392,96,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,125000.0,20833.33333,96.0,0.0,96,96,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,10416.66667,10416.66667,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
97872,8080,63328,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,5384.663972,110.5356241,10554.66667,24855.9586,61288,42,63328,21109.33333,35905.84946,62568,42,61902,30951.0,42902.99684,61288,614,0,0,0,63.16321374,47.37241031,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,237,0.0,0.0,0,0.0,0.0,0,0
97873,51637,49,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,244897.9592,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,20408.16327,20408.16327,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
97975,8080,212011,5,4,212,140,194,0,42.4,84.78679142,128,0,35.0,62.0644826,1660.291211,42.45062756,26501.375,74010.50156,209666,3,212011,53002.75,104805.5705,210210,80,210328,70109.33333,120860.0637,209666,3,0,0,0,23.58368198,18.86694558,0,194,35.2,68.15798641,4645.511111,0,0,0,1,0,0,0,0,39.11111111,42.4,35.0,112,0,0,0,0,0,0,5,212,4,237,0.0,0.0,0,0.0,0.0,0,0
97976,8080,3,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,333333.3333,333333.3333,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,237,0.0,0.0,0,0.0,0.0,0,0
97977,8080,81188,4,3,1870,134,1858,0,467.5,927.004315,128,0,44.66666667,72.23111056,24683.45076,86.21963837,13531.33333,31941.03929,78727,57,81188,27062.66667,46162.80715,80366,145,79608,39804.0,55045.43449,78727,881,0,0,0,49.26836478,36.95127359,0,1858,250.5,651.0051569,423807.7143,0,0,0,1,0,0,0,0,286.2857143,467.5,44.66666667,92,0,0,0,0,0,0,4,1870,3,258,0.0,0.0,0,0.0,0.0,0,0
97978,8080,1,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,12000000.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1000000.0,1000000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,258,0.0,0.0,0,0.0,0.0,0,0
97998,8080,198916,5,4,213,140,195,0,42.6,85.23379611,128,0,35.0,62.0644826,1774.618432,45.24522914,24864.5,69464.88592,196780,1,198916,49729.0,98491.76878,197466,70,197385,65795.0,113436.7382,196780,1,0,0,0,25.13623841,20.10899073,0,195,35.3,68.41710312,4680.9,0,0,0,1,0,0,0,0,39.22222222,42.6,35.0,112,0,0,0,0,0,0,5,213,4,237,0.0,0.0,0,0.0,0.0,0,0
97999,8080,73267,4,3,1035,134,1023,0,258.75,509.5078508,128,0,44.66666667,72.23111056,15955.34142,95.5409666,12211.16667,28837.47431,71072,49,73267,24422.33333,41686.6992,72557,88,71902,35951.0,49668.59452,71072,830,0,0,0,54.59483806,40.94612854,0,1023,146.125,357.0115794,127457.2679,0,0,0,1,0,0,0,0,167.0,258.75,44.66666667,92,0,0,0,0,0,0,4,1035,3,245,0.0,0.0,0,0.0,0.0,0,0
98015,51644,49,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,244897.9592,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,20408.16327,20408.16327,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
98016,51646,19,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,631578.9474,105263.1579,19.0,0.0,19,19,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,52631.57895,52631.57895,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
98021,8080,210319,5,4,213,140,195,0,42.6,85.23379611,128,0,35.0,62.0644826,1678.402807,42.79213956,26289.875,73482.86036,208149,3,210319,52579.75,104125.4831,208767,25,208759,69586.33333,119999.1694,208149,3,0,0,0,23.77341087,19.01872869,0,195,35.3,68.41710312,4680.9,0,0,0,1,0,0,0,0,39.22222222,42.6,35.0,112,0,0,0,0,0,0,5,213,4,237,0.0,0.0,0,0.0,0.0,0,0
98022,8080,95311,4,3,1053,134,1041,0,263.25,518.5077145,128,0,44.66666667,72.23111056,12453.96649,73.44377879,15885.16667,37726.2916,92889,96,95311,31770.33333,54371.06348,94552,136,93539,46769.5,65222.82239,92889,650,0,0,0,41.96787359,31.47590519,0,1041,148.375,363.328241,132007.4107,0,0,0,1,0,0,0,0,169.5714286,263.25,44.66666667,92,0,0,0,0,0,0,4,1053,3,245,0.0,0.0,0,0.0,0.0,0,0
98030,52336,43,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,279069.7674,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,23255.81395,23255.81395,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
98031,52337,36,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,333333.3333,55555.55556,36.0,0.0,36,36,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,27777.77778,27777.77778,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
98334,8080,158487,4,3,206,134,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,2145.286364,44.16766044,26414.5,63615.0324,156266,94,158487,52829.0,90880.18785,157768,108,156874,78437.0,110066.8273,156266,608,0,0,0,25.23866311,18.92899733,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,48.57142857,51.5,44.66666667,92,0,0,0,0,0,0,4,206,3,237,0.0,0.0,0,0.0,0.0,0,0
98391,3395,61,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,196721.3115,32786.88525,61.0,0.0,61,61,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,16393.44262,16393.44262,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
98471,8080,70208,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4856.996354,99.70373747,11701.33333,27851.513,68551,41,70208,23402.66667,40049.48357,69647,41,69119,34559.5,48071.24031,68551,568,0,0,0,56.97356427,42.7301732,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,237,0.0,0.0,0,0.0,0.0,0,0
98497,51653,47,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,255319.1489,42553.19149,47.0,0.0,47,47,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,21276.59574,21276.59574,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
98530,8080,65589,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,5199.042522,106.7252131,10931.5,25854.01677,63702,22,65589,21863.0,37425.15335,65077,22,64304,32152.0,44618.43789,63702,602,0,0,0,60.98583604,45.73937703,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,237,0.0,0.0,0,0.0,0.0,0,0
98576,52338,33,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,363636.3636,60606.06061,33.0,0.0,33,33,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30303.0303,30303.0303,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
99001,8080,71573,4,3,206,134,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,4750.394702,97.80224386,11928.83333,28122.52761,69329,43,71573,23857.66667,40696.93867,70849,43,69957,34978.5,48578.94297,69329,628,0,0,0,55.88699649,41.91524737,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,48.57142857,51.5,44.66666667,92,0,0,0,0,0,0,4,206,3,237,0.0,0.0,0,0.0,0.0,0,0
99006,3396,38,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,315789.4737,52631.57895,38.0,0.0,38,38,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,26315.78947,26315.78947,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
99025,8080,72575,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4698.587668,96.45194626,12095.83333,28557.99072,70386,43,72575,24191.66667,41106.56757,71655,43,71080,35540.0,49279.68579,70386,694,0,0,0,55.11539786,41.3365484,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,237,0.0,0.0,0,0.0,0.0,0,0
99030,8080,77843,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4380.612258,89.92459181,12973.83333,30840.88834,75924,16,77843,25947.66667,44508.55264,77341,16,76523,38261.5,53262.81829,75924,599,0,0,0,51.38548103,38.53911077,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,237,0.0,0.0,0,0.0,0.0,0,0
99039,51654,48,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,250000.0,41666.66667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,20833.33333,20833.33333,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
99041,52339,66,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,181818.1818,30303.0303,66.0,0.0,66,66,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,15151.51515,15151.51515,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
99068,8080,70576,4,3,206,134,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,4817.5017,99.18385854,11762.66667,27697.44348,68295,44,70576,23525.33333,40113.5724,69843,44,68954,34477.0,47825.87425,68295,659,0,0,0,56.67649059,42.50736794,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,48.57142857,51.5,44.66666667,92,0,0,0,0,0,0,4,206,3,237,0.0,0.0,0,0.0,0.0,0,0
99069,3399,36,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,333333.3333,55555.55556,36.0,0.0,36,36,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,27777.77778,27777.77778,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
99071,8080,58261,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,5852.971971,120.1489847,9710.166667,22808.31878,56264,40,58261,19420.33333,32947.01113,57462,40,56890,28445.0,39342.00709,56264,626,0,0,0,68.65656271,51.49242203,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,237,0.0,0.0,0,0.0,0.0,0,0
99072,8080,66623,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,5118.352521,105.0688201,11103.83333,26051.05805,64275,22,66623,22207.66667,37719.64998,65760,22,64898,32449.0,45008.76084,64275,623,0,0,0,60.03932576,45.02949432,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,237,0.0,0.0,0,0.0,0.0,0,0
99074,52340,34,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,352941.1765,58823.52941,34.0,0.0,34,34,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,29411.76471,29411.76471,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
99075,51655,48,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,250000.0,41666.66667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,20833.33333,20833.33333,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
99106,8080,71165,4,3,206,134,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,4777.629453,98.36295932,11860.83333,27903.18803,68813,51,71165,23721.66667,40600.21392,70602,51,69787,34893.5,47969.41693,68813,974,0,0,0,56.20740533,42.15555399,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,48.57142857,51.5,44.66666667,92,0,0,0,0,0,0,4,206,3,237,0.0,0.0,0,0.0,0.0,0,0
99128,3400,30,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,400000.0,66666.66667,30.0,0.0,30,30,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,33333.33333,33333.33333,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
99190,8080,71178,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4790.806148,98.34499424,11863.0,28107.34085,69234,41,71178,23726.0,40397.11513,70371,72,69826,34913.0,48537.22367,69234,592,0,0,0,56.19713957,42.14785467,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,237,0.0,0.0,0,0.0,0.0,0,0
99192,8080,70097,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4864.687504,99.86162033,11682.83333,27531.88128,67878,28,70097,23365.66667,39721.74762,69230,28,68492,34246.0,47562.83053,67878,614,0,0,0,57.06378304,42.79783728,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,237,0.0,0.0,0,0.0,0.0,0,0
99194,52341,33,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,363636.3636,60606.06061,33.0,0.0,33,33,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30303.0303,30303.0303,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
99195,51656,16,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,750000.0,125000.0,16.0,0.0,16,16,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,62500.0,62500.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
99370,8080,71722,4,3,206,134,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,4740.52592,97.59906305,11953.66667,28140.64748,69391,47,71722,23907.33333,40680.38043,70879,47,70047,35023.5,48602.9846,69391,656,0,0,0,55.77089317,41.82816988,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,48.57142857,51.5,44.66666667,92,0,0,0,0,0,0,4,206,3,237,0.0,0.0,0,0.0,0.0,0,0
99393,3422,83,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,144578.3133,24096.38554,83.0,0.0,83,83,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,12048.19277,12048.19277,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
99495,8080,75071,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4542.36656,93.24506134,12511.83333,29660.93378,73054,38,75071,25023.66667,42811.36758,74457,38,73848,36924.0,51095.53601,73054,794,0,0,0,53.2828922,39.96216915,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,237,0.0,0.0,0,0.0,0.0,0,0
99500,8080,74304,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4589.254953,94.20757967,12384.0,29382.04816,72356,22,74304,24768.0,42433.36851,73765,22,72917,36458.5,50766.73136,72356,561,0,0,0,53.83290267,40.374677,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,237,0.0,0.0,0,0.0,0.0,0,0
99549,52342,36,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,333333.3333,55555.55556,36.0,0.0,36,36,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,27777.77778,27777.77778,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
99552,51657,17,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,705882.3529,117647.0588,17.0,0.0,17,17,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,58823.52941,58823.52941,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
99567,8080,72972,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4673.02527,95.92720496,12162.0,28725.58242,70793,48,72972,24324.0,41599.47053,72358,48,71413,35706.5,49619.80416,70793,620,0,0,0,54.81554569,41.11165927,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,237,0.0,0.0,0,0.0,0.0,0,0
99695,52343,33,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,363636.3636,60606.06061,33.0,0.0,33,33,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30303.0303,30303.0303,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
100162,8080,79977,4,3,206,134,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,4251.222226,87.52516348,13329.5,31673.59164,77980,68,79977,26659.0,45584.06762,79294,68,78569,39284.5,54723.7009,77980,589,0,0,0,50.01437913,37.51078435,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,48.57142857,51.5,44.66666667,92,0,0,0,0,0,0,4,206,3,237,0.0,0.0,0,0.0,0.0,0,0
100189,3608,115,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,104347.8261,17391.30435,115.0,0.0,115,115,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,8695.652174,8695.652174,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
100198,8080,198136,5,4,214,140,196,0,42.8,85.68080298,128,0,35.0,62.0644826,1786.651593,45.42334558,24767.0,69176.86677,195970,32,198136,49534.0,98159.14856,196772,32,196829,65609.66667,112895.5127,195970,244,0,0,0,25.23519199,20.18815359,0,196,35.4,68.6766983,4716.488889,0,0,0,1,0,0,0,0,39.33333333,42.8,35.0,112,0,0,0,0,0,0,5,214,4,237,0.0,0.0,0,0.0,0.0,0,0
100199,8080,67085,4,3,852,134,840,0,213.0,418.0095693,128,0,44.66666667,72.23111056,14697.77148,104.3452337,11180.83333,26441.37075,65151,56,67085,22361.66667,38141.82023,66403,78,65752,32876.0,45643.74273,65151,601,0,0,0,59.62584781,44.71938585,0,840,123.25,292.908445,85795.35714,0,0,0,1,0,0,0,0,140.8571429,213.0,44.66666667,92,0,0,0,0,0,0,4,852,3,242,0.0,0.0,0,0.0,0.0,0,0
100207,53507,46,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,260869.5652,43478.26087,46.0,0.0,46,46,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,21739.13043,21739.13043,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
100208,53508,41,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,292682.9268,48780.4878,41.0,0.0,41,41,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,24390.2439,24390.2439,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
100215,8080,65824,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,5180.481283,106.3441906,10970.66667,25985.56494,64011,71,65824,21941.33333,37427.64823,65158,71,64603,32301.5,44844.00496,64011,592,0,0,0,60.7681089,45.57608167,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,237,0.0,0.0,0,0.0,0.0,0,0
100216,8080,61151,4,3,207,134,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,5576.360158,114.4707364,10191.83333,24025.37473,59230,24,61151,20383.66667,34705.16642,60456,24,59808,29904.0,41473.22693,59230,578,0,0,0,65.41184936,49.05888702,0,195,42.625,75.57576615,5711.696429,0,0,0,1,0,0,0,0,48.71428571,51.75,44.66666667,92,0,0,0,0,0,0,4,207,3,237,0.0,0.0,0,0.0,0.0,0,0
100217,51661,48,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,250000.0,41666.66667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,20833.33333,20833.33333,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
100228,52344,4,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,250000.0,250000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,256,0.0,0.0,0,0.0,0.0,0,0
100265,8080,82878,4,3,206,134,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,4102.415599,84.46149762,13813.0,32589.68051,80334,58,82878,27626.0,46889.34129,81769,445,81354,40677.0,56083.46724,80334,1020,0,0,0,48.26371293,36.1977847,0,194,42.5,75.2880184,5668.285714,0,0,0,1,0,0,0,0,48.57142857,51.5,44.66666667,92,0,0,0,0,0,0,4,206,3,237,0.0,0.0,0,0.0,0.0,0,0
